2	Nature	折线图	微生物组代谢物-炎症因子联动动态	2	1	2	2	2	9	双轴折线+共变化叙事，组合独特，下游字段完整
3	Nature	气泡图	多组学生物标志物 panel 跨队列验证	2	2	2	2	2	10	矩阵气泡+跨队列验证，模式通用且字段完整
4	Nature	雷达图	数字疗法临床证据强度评估	2	2	1	2	2	9	5轴雷达+证据薄弱环节叙事，但 composition 字段偏泛
5	Nature	柱状图	体内基因编辑大动物模型剂量探索	1	1	2	2	2	8	分组柱+剂量窗口，模式常见但领域组合独特
6	nature-figure	热图+通路富集	差异基因通路富集气泡图	2	2	2	2	2	10	经典气泡通路富集，reading_path 三层叙事极佳
7	Nature	柱状图	空间多组学技术分辨率对比	1	2	2	2	2	9	并列比较模式常见，但空间组学+分辨率组合独特
8	Nature	柱状图	体内 mRNA 治疗 LNP 免疫逃避策略	1	1	2	2	2	8	与行5高度同构（分组柱+并列比较+01），仅领域不同
9	Nature	小提琴图	单细胞 CRISPR 筛选扰动效应分布	2	2	2	2	2	10	小提琴+散点+扰动叙事，组合独特且字段完整
10	Nature	小提琴图	空间转录组肿瘤微环境代谢梯度	2	1	2	2	2	9	小提琴+空间梯度组合独特，但可复用性受限于肿瘤场景
11	Nature	气泡图	单细胞 CRISPR 筛选药物靶点发现	1	2	1	2	2	8	与行3同构（矩阵气泡+网格+01），annotation 有价值但组合重复
12	Nature	热图	单细胞表观基因组染色质状态分段	2	1	2	2	2	9	热力网格+染色质状态，领域独特但可复用性受限
13	Science	雷达图	多物种大脑区域基因表达谱对比	2	1	1	2	2	8	6轴雷达+种间差异叙事独特，但 composition 和 annotation 偏泛
14	NEJM	森林图	临床试验Meta分析汇总	1	2	2	2	2	9	经典森林图，但 Nature/NEJM 森林图模式常见
15	Nature	气泡图	多组学分子分型预后关联矩阵	1	2	1	2	2	8	与行3/11同构（矩阵气泡+网格+01），仅语义轴不同
16	Cell	小提琴图	单细胞多组学免疫细胞亚型分布	1	2	1	2	2	8	与行9同构（小提琴+并列比较+01），仅组织和细胞类型不同
17	Nature	气泡图	药物临床试验终点成功率分析	2	2	2	2	2	10	矩阵气泡+期-领域交叉，叙事独特且通用性强
18	Lancet	生存曲线	临床试验生存获益	1	2	1	2	2	8	经典 KM 曲线，模式通用但独特性低
19	Nature	热图	单细胞表观基因组增强子-基因连接	2	1	2	2	2	9	热力网格+增强子-基因连接，双维度叙事独特
20	Nature	火山图	基因表达	0	1	1	1	1	4	字段严重缺失，shape/annotation/composition 无实质内容
21	Nature	气泡热图	基因-表型关联	1	1	1	1	1	5	字段泛化，shape/composition 无实质设计指导
22	Nature	平行坐标图	多维数据投影	2	2	1	1	2	8	图表类型独特，但 annotation/composition 偏泛
23	Nature	折线图	免疫联合疗法毒性动态监测	2	2	2	2	2	10	多折线+毒性峰值+CTCAE 分级叙事，信息密度高
24	Nature	热图	单细胞表观基因组调控元件活性矩阵	1	1	1	2	2	7	与行12/19高度同构（热力网格+网格+01），独特性低
25	Nature	柱状图	抗体工程可开发性综合评分排名	2	2	2	2	2	10	水平条+多维评分排名，叙事独特且通用
26	Science	气泡图	材料发现	1	2	1	1	2	7	x/y/size 三轴定义清晰，但 annotation/composition 字段过于简略
27	IDC	柱状图	云服务市场	0	2	0	1	2	5	纯排行榜，字段严重不足，无独特性
28	Accenture	2x2矩阵	技术价值vs复杂度定位	2	2	2	2	2	10	经典四象限策略定位，字段完整，叙事清晰
29	IDC	柱状图	中国数字化转型投资优先级行业	1	2	2	2	2	9	分组柱+投资优先级，领域组合独特但分组柱模式常见
30	McKinsey	桑基图	能源系统	2	2	1	2	2	9	桑基图+能源全链路独特，但 annotation/composition 偏简略
31	Bain	旭日图	客户旅程层级	2	2	1	2	2	9	旭日图+客户旅程组合独特，但 annotation 偏简略
32	Forrester	雷达图	数字转型成熟度	1	2	1	2	2	8	雷达图+成熟度评估常见，字段偏简略
33	Accenture	技术成熟度曲线	Gartner Hype Curve变体	2	2	2	2	2	10	钟形曲线+期望斜率+泡沫期标注，经典且独特
34	BCG	面积图	颠覆性技术采纳	2	2	1	2	2	9	堆叠面积+交叉点标注，叙事独特但 annotation 偏简略
35	BCG	堆叠面积	趋势分解	1	2	1	2	2	8	与行34同构（堆叠面积+时间轴），仅叙事不同
36	Gartner	气泡图	AI治理	1	2	1	2	2	8	与行26/47/49同构（气泡+四象限），仅领域不同
37	PwC	瀑布图+桥接	利润变动桥接	2	2	2	2	2	10	瀑布桥接+驱动因素+reading_path 三层叙事，字段完整
38	Deloitte	2x2矩阵	技术采用优先级	0	2	1	2	2	7	与行28高度同构（2x2+四象限+策略定位），独特性低
39	Accenture	柱状图	AI 采用行业成熟度对标	1	2	2	2	2	9	分组柱+AI采用对标，领域组合独特但模式常见
40	BCG	瀑布图	价值创造桥BCG	1	2	1	2	2	8	与行37同构（瀑布+从左到右累积），仅领域不同
41	Bain	并购协同效应	并购价值创造协同效应拆解堆叠条	2	2	2	2	2	10	堆叠条+预期实际对比+三层 reading_path，经典且独特
42	KPMG	矩阵表	风险热力评估	0	2	0	1	2	5	字段严重不足，title/narrative 过于泛化
43	McKinsey	条形 Mekko	区域市场体量 Mekko 条形图	2	2	2	2	2	10	Mekko 图+条宽=体量+内=构成，经典且独特
44	Bain	折线图	忠诚飞轮Bain	1	2	1	2	2	8	飞轮效应叙事独特，但折线图+时间趋势模式常见
45	PwC	面积图	全球娱乐媒体市场	1	2	1	2	2	8	堆叠面积+市场细分，模式常见但领域组合有一定独特性
46	Forrester	柱状图	技术采用预测	0	2	0	1	2	5	字段严重不足，annotation/composition 无实质内容
47	Accenture	气泡图	元宇宙准备度	0	2	1	2	2	7	与行26/36/49高度同构（气泡+四象限+领先标注），独特性低
48	McKinsey	柱状图	数字化转型价值	1	2	1	2	2	8	横向排序+价值创造叙事，但柱状图排序模式常见
49	McKinsey	气泡图	市场吸引力	0	2	1	2	2	7	与行26/36/47高度同构（气泡+四象限），独特性低
50	KPMG	2x2 矩阵	供应链风险-影响评估矩阵	1	2	2	2	2	9	2x2+供应链风险+应对策略，领域组合独特
51	Deloitte	柱状图	科技支出	0	2	0	1	2	5	纯排行榜，字段严重不足，与行27同构
